Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T020_009,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T025_009,SE_T025_010,SE_T025_011,SE_T025_012,SE_T025_013,SE_T025_014,SE_T025_015,SE_T025_016,SE_T025_017,SE_T025_018,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T073_001,SE_T073_002,SE_T073_003,SE_T093_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T185_001,SE_T185_002,SE_T185_003,SE_T185_004,SE_T185_005
"Census Tract 9608","Census Tract 9608, Mason County, Washington","53045960800","140","00","91","53","045","16",,"960800",3627,3627,693.3041,5.23147018441784,5.836489,5.23147,0.605019,3627,1700,1927,3627,184,208,242,148,331,392,465,410,268,299,381,299,3627,3147,11,119,43,16,190,101,1440,787,573,214,70,144,653,248,405,3627,3236,2431,788,533,867,34,25,22,48,114,805,547,109,149,391,284,107,2981,1577,0,1577,1379,198,1404,1577,1379,198,28616,1559,1440,729,711,3343,662,679,1341,2002
"Census Tract 9609","Census Tract 9609, Mason County, Washington","53045960900","140","00","91","53","045","16",,"960900",4130,4130,1892.341,2.18248192655719,2.182482,2.182482,0,4130,2038,2092,4130,341,378,358,213,430,547,615,503,339,228,132,46,4130,3564,15,98,46,34,183,190,1512,1066,720,346,101,245,446,187,259,4130,4130,3625,1086,791,1383,129,41,6,71,118,505,348,75,82,0,0,0,2988,1969,0,1969,1820,149,1019,1969,1820,149,37394,1610,1512,1010,502,4107,762,682,1444,2663
"Census Tract 9610","Census Tract 9610, Mason County, Washington","53045961000","140","00","91","53","045","16",,"961000",4256,4256,187.858,22.6554038088207,26.73165,22.6554,4.076246,4256,2155,2101,4256,230,267,298,242,242,403,745,751,483,349,204,42,4256,3984,13,65,39,14,46,95,1648,1256,1063,193,81,112,392,212,180,4256,4255,3753,1247,1097,1147,50,0,34,67,111,502,306,90,106,1,0,1,3382,2170,11,2159,2005,154,1212,2159,2005,154,46214,1791,1648,1413,235,4233,319,698,1017,3216
"Census Tract 9611","Census Tract 9611, Mason County, Washington","53045961100","140","00","91","53","045","16",,"961100",4512,4512,110.336,40.8932859920587,62.6785,40.89329,21.78521,4512,2261,2251,4512,206,262,332,170,235,402,621,681,638,643,265,57,4512,4253,8,65,25,19,42,100,1865,1370,1147,223,74,149,495,258,237,4512,4512,3881,1360,1126,1015,91,41,9,91,148,631,404,96,131,0,0,0,3661,1717,11,1706,1552,154,1944,1706,1552,154,35952,2800,1865,1552,313,4480,464,1003,1467,3013
"Census Tract 9612","Census Tract 9612, Mason County, Washington","53045961200","140","00","91","53","045","16",,"961200",2609,2609,103.235,25.272441416717,28.419,25.27244,3.146562,2609,1290,1319,2609,128,160,174,114,147,251,373,386,349,350,153,24,2609,2417,23,65,24,4,24,52,1074,797,655,142,54,88,277,139,138,2609,2609,2254,799,669,643,36,9,13,50,35,355,221,53,81,0,0,0,2109,1107,0,1107,1025,82,1002,1107,1025,82,38528,1607,1074,907,167,2605,388,338,726,1879
"Census Tract 9613","Census Tract 9613, Mason County, Washington","53045961300","140","00","91","53","045","16",,"961300",2934,2934,42.85645,68.4611110167306,71.49725,68.46111,3.036133,2934,1442,1492,2934,164,215,195,135,197,319,454,465,347,253,158,32,2934,2355,17,381,19,3,34,125,1170,817,646,171,65,106,353,178,175,2960,2945,2500,804,646,825,60,9,11,51,94,445,272,82,91,15,0,15,2323,1453,7,1446,1322,124,870,1446,1322,124,41083,1289,1170,938,232,2926,285,569,854,2072
"Census Tract 9614","Census Tract 9614, Mason County, Washington","53045961400","140","00","91","53","045","16",,"961400",730,730,89.00024,8.20222487517317,8.426755,8.202225,0.2245304,730,371,359,730,71,71,67,44,59,100,97,70,75,44,23,9,730,204,0,510,1,1,2,12,238,184,105,79,35,44,54,25,29,704,704,640,186,109,228,45,13,5,13,41,64,38,15,11,0,0,0,509,232,0,232,178,54,277,232,178,54,25156,279,238,198,40,704,194,211,405,299
"Census Tract 9701","Census Tract 9701, Okanogan County, Washington","53047970100","140","00","91","53","047","16",,"970100",2865,2865,8.036117,356.515480380604,363.5405,356.5155,7.025052,2865,1444,1421,2865,184,254,269,160,220,330,355,424,286,216,129,38,2865,1011,8,1708,6,3,29,100,1046,742,462,280,79,201,304,159,145,2865,2837,2479,750,450,847,167,36,23,98,108,358,264,43,51,28,0,28,2110,1269,0,1269,1073,196,841,1269,1073,196,32031,1202,1046,728,318,2851,602,596,1198,1653
"Census Tract 9702","Census Tract 9702, Okanogan County, Washington","53047970200","140","00","91","53","047","16",,"970200",3051,3051,4.518628,675.204907513085,690.7097,675.2049,15.50479,3051,1543,1508,3051,230,308,304,184,256,421,458,387,246,174,61,22,3051,1023,3,1661,2,3,205,154,1022,767,461,306,106,200,255,143,112,3051,3051,2742,765,445,1096,59,72,15,39,251,309,201,54,54,0,0,0,2109,1224,0,1224,997,227,885,1224,997,227,24750,1207,1022,674,348,3016,1057,751,1808,1208
"Census Tract 9703","Census Tract 9703, Okanogan County, Washington","53047970300","140","00","91","53","047","16",,"970300",6818,6818,5.367531,1270.23024353781,1281.896,1270.23,11.66523,6818,3439,3379,6818,400,481,583,362,422,637,1031,1067,835,619,301,80,6818,5850,13,201,30,8,540,176,2673,1856,1508,348,118,230,817,446,371,6818,6710,5688,1831,1462,1868,135,45,54,116,177,1022,679,152,191,108,37,71,5268,2768,0,2768,2454,314,2500,2768,2454,314,26667,3788,2673,1882,791,6728,1664,1877,3541,3187
"Census Tract 9704","Census Tract 9704, Okanogan County, Washington","53047970400","140","00","91","53","047","16",,"970400",3585,3585,15.85281,226.142947380451,227.9613,226.1429,1.818304,3585,1736,1849,3585,233,249,305,186,226,326,504,539,407,298,196,116,3585,3008,11,45,15,1,418,87,1376,940,756,184,55,129,436,207,229,3585,3427,2902,928,772,1019,53,12,15,25,78,525,379,68,78,158,130,28,2720,1484,0,1484,1297,187,1236,1484,1297,187,26653,1634,1376,911,465,3444,680,965,1645,1799
"Census Tract 9705","Census Tract 9705, Okanogan County, Washington","53047970500","140","00","91","53","047","16",,"970500",2528,2528,6.350863,398.056120723339,401.5549,398.0561,3.498758,2528,1282,1246,2528,134,154,230,121,149,240,408,449,279,203,123,38,2528,2263,7,89,6,0,124,39,978,719,605,114,43,71,259,152,107,2528,2496,2180,726,610,698,36,7,15,40,48,316,194,54,68,32,7,25,1962,1194,0,1194,1089,105,768,1194,1089,105,30930,1320,978,754,224,2516,280,842,1122,1394
"Census Tract 9706","Census Tract 9706, Okanogan County, Washington","53047970600","140","00","91","53","047","16",,"970600",6519,6519,419.3038,15.5472009908926,15.80178,15.5472,0.2545838,6519,3166,3353,6519,391,494,525,360,537,770,931,894,621,518,373,105,6519,5209,13,416,61,5,598,217,2516,1765,1355,410,114,296,751,308,443,6519,6339,5516,1786,1436,1855,117,37,11,76,198,823,645,82,96,180,40,140,4938,3092,0,3092,2690,402,1846,3092,2690,402,32706,2699,2516,1724,792,6468,1073,1405,2478,3990
"Census Tract 9707","Census Tract 9707, Okanogan County, Washington","53047970700","140","00","91","53","047","16",,"970700",4064,4064,120.4971,33.7269454530291,34.14004,33.72694,0.4130919,4064,2045,2019,4064,253,302,328,222,329,475,599,544,406,311,212,83,4064,3249,12,276,12,2,376,137,1523,1063,802,261,77,184,460,220,240,4064,3847,3310,1061,831,1193,32,7,10,55,121,537,381,69,87,217,131,86,3082,1796,0,1796,1606,190,1286,1796,1606,190,28116,1705,1523,1011,512,3923,930,1019,1949,1974
"Census Tract 9708","Census Tract 9708, Okanogan County, Washington","53047970800","140","00","91","53","047","16",,"970800",4752,4752,22.7325,209.039893621129,211.6162,209.0399,2.576302,4752,2380,2372,4752,423,471,435,235,493,650,606,528,349,270,192,100,4752,3028,34,94,21,0,1432,143,1526,1154,919,235,85,150,372,166,206,4752,4653,4231,1180,968,1637,40,76,29,130,171,422,310,42,70,99,61,38,3330,2075,0,2075,1853,222,1255,2075,1853,222,26250,1760,1526,882,644,4639,1321,1478,2799,1840
"Census Tract 9709","Census Tract 9709, Okanogan County, Washington","53047970900","140","00","91","53","047","16",,"970900",1725,1725,1.168295,1476.51026645683,1478.425,1476.51,1.914776,1725,853,872,1725,64,82,120,64,61,142,298,380,256,156,86,16,1725,1680,4,7,7,4,12,11,796,519,455,64,18,46,277,142,135,1725,1715,1393,527,483,354,0,0,5,8,16,322,214,55,53,10,6,4,1433,843,0,843,770,73,590,843,770,73,41304,1599,796,617,179,1715,151,205,356,1359
"Census Tract 9710","Census Tract 9710, Okanogan County, Washington","53047971000","140","00","91","53","047","16",,"971000",3657,3657,6.023798,607.092134789814,609.5139,607.0922,2.421713,3657,1818,1839,3657,181,213,275,177,204,334,567,725,460,312,145,64,3657,3478,4,40,16,2,57,60,1571,1060,857,203,63,140,511,267,244,3657,3638,3015,1062,876,916,35,8,5,24,89,623,411,105,107,19,0,19,2946,1725,5,1720,1539,181,1221,1720,1539,181,32344,2171,1571,1129,442,3643,553,748,1301,2342
"Census Tract 9502","Census Tract 9502, Pacific County, Washington","53049950200","140","00","91","53","049","15",,"950200",4492,4492,28.95431,155.140993703446,160.8349,155.141,5.69394,4492,2221,2271,4492,265,273,355,225,335,424,619,660,471,413,331,121,4492,3939,11,107,218,5,99,113,1825,1189,909,280,106,174,636,292,344,4492,4426,3702,1189,1010,1257,36,26,10,31,143,724,540,89,95,66,0,66,3527,1889,0,1889,1726,163,1638,1889,1726,163,27574,2034,1825,1311,514,4487,909,975,1884,2603
"Census Tract 9503","Census Tract 9503, Pacific County, Washington","53049950300","140","00","91","53","049","15",,"950300",3950,3950,27.16315,145.417606568061,221.2301,145.4176,75.81255,3950,1980,1970,3950,208,257,302,161,279,369,514,570,492,450,259,89,3950,3347,5,218,124,5,105,146,1623,1080,881,199,72,127,543,279,264,3950,3886,3254,1084,898,1012,68,24,7,35,126,632,445,92,95,64,58,6,3088,1589,0,1589,1432,157,1499,1589,1432,157,32996,2404,1623,1208,415,3882,633,926,1559,2323
"Census Tract 9504","Census Tract 9504, Pacific County, Washington","53049950400","140","00","91","53","049","15",,"950400",3715,3715,6.403108,580.187003183026,624.3357,580.187,44.14869,3715,1945,1770,3715,165,215,299,260,202,331,509,625,463,365,225,56,3715,3425,17,75,28,4,51,115,1478,1070,920,150,59,91,408,211,197,3715,3591,3112,1090,938,940,41,5,14,21,63,479,328,71,80,124,124,0,2959,1672,31,1641,1562,79,1287,1641,1562,79,37943,1719,1478,1191,287,3583,338,635,973,2610
"Census Tract 9505","Census Tract 9505, Pacific County, Washington","53049950500","140","00","91","53","049","15",,"950500",2532,2532,103.5265,24.4575156332771,58.17403,24.45752,33.71651,2532,1198,1334,2532,103,121,180,96,139,202,344,427,333,318,204,65,2532,2368,3,16,16,2,55,72,1130,695,572,123,39,84,435,199,236,2532,2477,1978,689,583,544,76,12,4,25,45,499,378,56,65,55,43,12,2103,1175,22,1153,1072,81,928,1153,1072,81,31964,1660,1130,806,324,2477,314,500,814,1663
"Census Tract 9506","Census Tract 9506, Pacific County, Washington","53049950600","140","00","91","53","049","15",,"950600",1317,1317,1039.382,1.26709853481947,8.541163,1.267099,7.274065,1317,594,723,1317,61,68,68,40,81,135,168,180,197,163,109,47,1317,1185,1,16,18,0,20,77,674,324,232,92,10,82,350,146,204,1317,1299,890,324,244,263,20,5,10,9,15,409,287,61,61,18,18,0,1110,581,6,575,539,36,529,575,539,36,23889,1169,674,358,316,1299,241,360,601,698
"Census Tract 9507","Census Tract 9507, Pacific County, Washington","53049950700","140","00","91","53","049","15",,"950700",2796,2796,273.6173,10.218651206106,42.0985,10.21865,31.87985,2796,1392,1404,2796,101,128,172,105,125,189,324,412,481,457,235,67,2796,2672,0,42,22,2,22,36,1284,841,722,119,30,89,443,212,231,2824,2824,2252,819,736,524,58,16,18,22,59,572,345,105,122,0,0,0,2380,1064,0,1064,998,66,1316,1064,998,66,32631,2594,1284,1029,255,2797,322,586,908,1889
"Census Tract 9508","Census Tract 9508, Pacific County, Washington","53049950800","140","00","91","53","049","15",,"950800",2182,2182,134.0095,16.2824260189623,108.2808,16.28243,91.99834,2182,1072,1110,2182,60,77,81,54,90,113,198,298,450,442,266,53,2182,2062,5,39,10,1,32,33,1082,687,596,91,22,69,395,169,226,2154,2154,1745,713,637,281,33,16,9,27,29,409,352,32,25,0,0,0,1906,752,0,752,660,92,1154,752,660,92,26928,2411,1082,904,178,2141,216,555,771,1370
"Census Tract 601.02","Census Tract 601.02, Pierce County, Washington","53053060102","140","00","91","53","053","20",,"060102",5304,5304,2941.52,1.8031496671027,1.80315,1.80315,0,5304,2662,2642,5304,444,538,512,248,345,947,1126,641,282,138,72,11,5304,3897,376,93,468,44,104,322,1747,1412,1146,266,92,174,335,190,145,5304,5304,4857,1442,1176,1881,83,29,26,75,145,447,211,106,130,0,0,0,3743,2874,16,2858,2736,122,869,2858,2736,122,58373,1802,1747,1499,248,5289,265,414,679,4610
"Census Tract 601.03","Census Tract 601.03, Pierce County, Washington","53053060103","140","00","91","53","053","20",,"060103",4110,4110,2683.885,1.53136192136798,1.531362,1.531362,0,4110,2028,2082,4110,255,301,324,176,192,371,785,830,489,277,93,17,4110,3420,160,23,338,5,41,123,1525,1262,1130,132,45,87,263,132,131,4110,4110,3769,1254,1127,1190,50,20,30,27,71,341,205,64,72,0,0,0,3169,2212,3,2209,2150,59,957,2209,2150,59,79384,1572,1525,1402,123,4103,93,138,231,3872
"Census Tract 601.04","Census Tract 601.04, Pierce County, Washington","53053060104","140","00","91","53","053","20",,"060104",5615,5615,4717.59,1.19022636398315,1.190226,1.190226,0,5615,2823,2792,5615,512,462,409,204,422,1125,1103,725,391,172,76,14,5615,4301,381,26,572,20,84,231,2152,1562,1294,268,86,182,590,361,229,5619,5619,4894,1552,1305,1827,24,29,27,60,70,725,410,135,180,0,0,0,4122,3164,26,3138,3013,125,958,3138,3013,125,64698,2365,2152,1443,709,5599,283,488,771,4828
"Census Tract 602","Census Tract 602, Pierce County, Washington","53053060200","140","00","91","53","053","20",,"060200",887,887,146.703,6.04622955782034,9.519779,6.046229,3.47355,887,631,256,887,5,18,34,19,179,223,132,155,89,21,9,3,887,806,18,6,10,5,14,28,188,96,80,16,10,6,92,63,29,883,353,197,81,68,41,5,2,0,0,0,156,117,18,21,530,0,530,854,795,1,794,779,15,59,794,779,15,45455,253,188,142,46,883,211,110,321,562
"Census Tract 603","Census Tract 603, Pierce County, Washington","53053060300","140","00","91","53","053","20",,"060300",4027,4027,1871.63,2.1516003162949,5.957293,2.1516,3.805692,4027,1955,2072,4027,202,211,238,123,278,526,645,604,396,245,323,236,4027,3591,110,45,89,3,42,147,1732,1026,802,224,74,150,706,347,359,4027,3882,3043,1034,860,936,52,6,13,59,83,839,562,122,155,145,145,0,3315,2109,32,2077,1984,93,1206,2077,1984,93,45804,1828,1732,1181,551,3873,305,404,709,3164
"Census Tract 604","Census Tract 604, Pierce County, Washington","53053060400","140","00","91","53","053","20",,"060400",4009,4009,4012.084,0.999231270569593,2.540504,0.9992313,1.541273,4009,1928,2081,4009,223,278,269,158,249,526,736,694,395,244,177,60,4009,3623,97,40,63,4,23,159,1679,1081,869,212,46,166,598,253,345,4009,4009,3235,1091,884,1115,30,5,0,62,48,774,469,129,176,0,0,0,3186,2260,0,2260,2217,43,926,2260,2217,43,55046,1728,1679,1394,285,3993,205,284,489,3504
"Census Tract 605","Census Tract 605, Pierce County, Washington","53053060500","140","00","91","53","053","20",,"060500",4028,4028,4844.287,0.831494972177477,1.084626,0.831495,0.2531309,4028,1926,2102,4028,225,235,288,173,344,450,702,758,408,199,183,63,4028,3689,55,33,79,4,14,154,1666,1084,910,174,36,138,582,242,340,4028,4028,3331,1110,921,1118,33,19,17,33,80,697,452,104,141,0,0,0,3228,2311,34,2277,2230,47,917,2277,2230,47,63500,1729,1666,1316,350,4016,223,253,476,3540
"Census Tract 606","Census Tract 606, Pierce County, Washington","53053060600","140","00","91","53","053","20",,"060600",5360,5360,6532.972,0.820453608279266,2.654344,0.8204536,1.83389,5360,2529,2831,5360,301,281,264,163,525,999,897,886,458,278,236,72,5360,4677,209,62,104,17,63,228,2682,1256,945,311,69,242,1426,631,795,5360,5353,3642,1269,947,1182,11,17,54,53,109,1711,1131,281,299,7,0,7,4430,3335,5,3330,3186,144,1095,3330,3186,144,41159,2821,2682,1207,1475,5346,467,512,979,4367
"Census Tract 607","Census Tract 607, Pierce County, Washington","53053060700","140","00","91","53","053","20",,"060700",6932,6932,8633.816,0.802889434236761,0.8028894,0.8028894,0,6932,3171,3761,6932,332,267,286,194,2458,941,897,745,356,191,194,71,6932,5955,189,80,250,58,59,341,2249,1185,870,315,81,234,1064,468,596,6932,5446,3836,1239,1046,1241,45,53,20,67,125,1610,663,349,598,1486,0,1486,5974,4304,22,4282,3671,611,1670,4282,3671,611,46385,2367,2249,1392,857,5544,816,621,1437,4107
"Census Tract 608","Census Tract 608, Pierce County, Washington","53053060800","140","00","91","53","053","20",,"060800",5015,5015,5067.815,0.989578330092649,0.9895783,0.9895783,0,5015,2415,2600,5015,291,314,281,174,400,783,885,747,404,297,352,87,5015,4573,67,42,91,11,51,180,2199,1347,1056,291,72,219,852,348,504,5015,5015,4011,1391,1053,1300,71,39,25,38,94,1004,657,155,192,0,0,0,4049,2679,9,2670,2608,62,1370,2670,2608,62,45520,2252,2199,1804,395,5002,218,502,720,4282
"Census Tract 609.03","Census Tract 609.03, Pierce County, Washington","53053060903","140","00","91","53","053","20",,"060903",3083,3083,3406.267,0.905096471489443,1.465341,0.9050965,0.5602447,3083,1421,1662,3083,107,163,220,146,194,280,451,531,389,308,237,57,3083,2451,244,22,175,22,26,143,1344,844,694,150,34,116,500,173,327,2995,2986,2551,858,696,886,26,24,7,46,8,435,346,41,48,9,9,0,2475,1392,0,1392,1392,0,1083,1392,1392,0,49583,1381,1344,967,377,2979,141,358,499,2480
"Census Tract 609.04","Census Tract 609.04, Pierce County, Washington","53053060904","140","00","91","53","053","20",,"060904",5239,5239,7003.461,0.748058678264146,0.752768,0.7480587,0.004709288,5239,2493,2746,5239,330,328,377,212,505,868,831,672,426,329,275,86,5239,4247,376,55,195,8,97,261,2286,1310,879,431,101,330,976,448,528,5327,5242,3906,1313,879,1514,43,40,7,65,45,1336,861,208,267,85,0,85,4220,2759,34,2725,2459,266,1461,2725,2459,266,38173,2354,2286,1064,1222,5287,865,883,1748,3539
"Census Tract 609.05","Census Tract 609.05, Pierce County, Washington","53053060905","140","00","91","53","053","20",,"060905",6492,6492,5451.765,1.19080706165434,1.583639,1.190807,0.3928323,6492,2928,3564,6492,312,331,409,238,536,615,860,854,624,609,672,432,6492,5268,498,46,321,19,86,254,2925,1669,1289,380,84,296,1256,458,798,6557,6291,4901,1716,1281,1596,58,34,76,59,81,1390,1079,149,162,266,7,259,5361,3020,52,2968,2768,200,2341,2968,2768,200,39824,3089,2925,1646,1279,6528,1036,957,1993,4535
"Census Tract 609.06","Census Tract 609.06, Pierce County, Washington","53053060906","140","00","91","53","053","20",,"060906",2332,2332,3846.817,0.606215550033436,0.6062155,0.6062155,0,2332,1172,1160,2332,116,99,209,208,165,226,347,314,206,213,192,37,2332,1868,176,28,89,11,27,133,859,610,506,104,17,87,249,77,172,2267,2021,1731,596,431,515,50,0,9,64,66,290,235,17,38,246,246,0,1881,906,0,906,864,42,975,906,864,42,45556,873,859,715,144,2012,183,107,290,1722
"Census Tract 610.01","Census Tract 610.01, Pierce County, Washington","53053061001","140","00","91","53","053","20",,"061001",3768,3768,3372.055,1.11741946294732,1.782973,1.117419,0.6655537,3768,1720,2048,3768,148,194,225,147,227,368,551,618,398,283,369,240,3768,3274,122,21,163,27,21,140,1775,960,780,180,44,136,815,295,520,3768,3704,2807,974,825,900,24,0,7,12,65,897,699,93,105,64,0,64,3138,1811,9,1802,1713,89,1327,1802,1713,89,50147,1885,1775,1064,711,3768,286,350,636,3132
"Census Tract 610.02","Census Tract 610.02, Pierce County, Washington","53053061002","140","00","91","53","053","20",,"061002",4603,4603,3983.298,1.15557523818643,1.158741,1.155575,0.003165266,4603,2221,2382,4603,303,248,220,141,643,772,649,597,364,321,267,78,4603,3346,513,58,246,36,128,276,2229,1039,666,373,96,277,1190,586,604,4603,4492,3037,1043,753,1073,47,10,13,28,70,1455,948,239,268,111,97,14,3757,2374,18,2356,2187,169,1383,2356,2187,169,24983,2413,2229,687,1542,4506,1085,824,1909,2597
"Census Tract 611","Census Tract 611, Pierce County, Washington","53053061100","140","00","91","53","053","20",,"061100",6547,6547,3812.985,1.71702726035796,1.734932,1.717027,0.01790433,6547,2996,3551,6547,401,403,414,227,457,942,982,760,442,429,591,499,6547,5278,518,79,310,21,65,276,2751,1532,1087,445,130,315,1219,446,773,6547,6168,4736,1578,1167,1571,141,46,32,33,168,1432,1011,186,235,379,315,64,5225,2885,16,2869,2773,96,2340,2869,2773,96,36211,2848,2751,1547,1204,6212,491,1066,1557,4655
"Census Tract 612","Census Tract 612, Pierce County, Washington","53053061200","140","00","91","53","053","20",,"061200",5184,5184,7079.052,0.732301462400598,0.7323015,0.7323015,0,5184,2446,2738,5184,388,373,428,229,520,889,848,613,313,271,235,77,5184,3649,867,71,179,20,80,318,2060,1165,719,446,108,338,895,395,500,5184,5143,4080,1192,759,1635,117,42,47,96,192,1063,692,166,205,41,0,41,3864,2493,18,2475,2268,207,1371,2475,2268,207,35897,2204,2060,1165,895,5144,997,714,1711,3433
"Census Tract 613","Census Tract 613, Pierce County, Washington","53053061300","140","00","91","53","053","20",,"061300",4921,4921,8059.952,0.610549546947708,0.6105496,0.6105496,0,4921,2353,2568,4921,403,454,514,244,508,767,771,575,330,209,115,31,4921,2124,1663,169,323,26,130,486,1775,1064,531,533,100,433,711,369,342,4921,4902,4068,1112,606,1771,187,69,0,92,231,834,537,131,166,19,0,19,3513,2156,0,2156,1948,208,1357,2156,1948,208,29847,2008,1775,736,1039,4888,1441,1088,2529,2359
"Census Tract 614","Census Tract 614, Pierce County, Washington","53053061400","140","00","91","53","053","20",,"061400",3980,3980,11120.18,0.357907835866421,0.3579078,0.3579078,0,3980,2456,1524,3980,209,197,192,136,561,889,839,521,238,125,50,23,3980,1943,992,128,564,34,98,221,1185,499,208,291,65,226,686,414,272,3980,2517,1743,507,244,715,60,15,3,66,133,774,592,78,104,1463,1254,209,3316,1148,5,1143,980,163,2168,1143,980,163,17519,1388,1185,98,1087,2641,1078,540,1618,1023
"Census Tract 615","Census Tract 615, Pierce County, Washington","53053061500","140","00","91","53","053","20",,"061500",4482,4482,9981.733,0.449020227120743,0.4490202,0.4490202,0,4482,2198,2284,4482,186,110,93,69,615,1085,707,587,361,267,246,156,4482,3608,318,93,138,15,71,239,3032,628,376,252,62,190,2404,1213,1191,4482,4298,1629,647,396,452,24,47,6,12,45,2669,2107,268,294,184,0,184,4056,2717,64,2653,2479,174,1339,2653,2479,174,24528,3446,3032,191,2841,4457,994,907,1901,2556
"Census Tract 616.01","Census Tract 616.01, Pierce County, Washington","53053061601","140","00","91","53","053","20",,"061601",1398,1398,4684.753,0.298414896130793,0.2984149,0.2984149,0,1398,718,680,1398,31,18,5,8,129,216,235,180,113,180,177,106,1398,969,163,31,143,8,25,59,910,126,84,42,11,31,784,411,373,1408,1156,348,136,113,89,0,10,0,0,0,808,727,41,40,252,0,252,1336,623,15,608,446,162,713,608,446,162,10556,1015,910,40,870,1408,662,361,1023,385
"Census Tract 616.02","Census Tract 616.02, Pierce County, Washington","53053061602","140","00","91","53","053","20",,"061602",639,639,1575.918,0.405477940438334,0.4054779,0.4054779,0,639,408,231,639,30,24,17,10,59,165,168,99,37,19,8,3,639,435,106,39,15,6,3,35,309,89,63,26,9,17,220,167,53,637,535,317,123,105,65,0,9,0,0,15,218,161,26,31,102,0,102,572,349,0,349,323,26,223,349,323,26,16768,354,309,36,273,637,207,167,374,263
"Census Tract 617","Census Tract 617, Pierce County, Washington","53053061700","140","00","91","53","053","20",,"061700",4137,4137,4101.54,1.00864559990239,1.010872,1.008646,0.002226265,4137,2041,2096,4137,330,388,411,236,394,611,621,449,264,230,161,42,4137,1463,1464,93,497,89,197,334,1405,924,480,444,112,332,481,244,237,4129,4062,3311,899,504,1366,128,24,62,115,213,751,385,129,237,67,0,67,2929,1626,19,1607,1374,233,1303,1607,1374,233,28420,1623,1405,700,705,4074,1178,1002,2180,1894
"Census Tract 618","Census Tract 618, Pierce County, Washington","53053061800","140","00","91","53","053","20",,"061800",2963,2963,5564.427,0.532489725821124,0.5324897,0.5324897,0,2963,1466,1497,2963,258,250,252,132,294,533,515,295,173,127,99,35,2963,1857,335,69,243,80,118,261,1083,697,372,325,88,237,386,200,186,2880,2819,2364,727,430,876,26,45,31,44,185,455,322,62,71,61,61,0,2113,1405,0,1405,1297,108,708,1405,1297,108,32304,1151,1083,561,522,2770,546,522,1068,1702
"Census Tract 619","Census Tract 619, Pierce County, Washington","53053061900","140","00","91","53","053","20",,"061900",1908,1908,4737.383,0.402753989593774,0.402754,0.402754,0,1908,945,963,1908,152,124,150,79,174,291,294,237,167,105,99,36,1908,1291,230,42,153,6,64,122,719,418,258,160,44,116,301,151,150,1991,1866,1468,394,305,587,57,33,11,35,46,398,220,72,106,125,125,0,1510,876,19,857,794,63,634,857,794,63,32321,782,719,334,385,1855,334,394,728,1127
"Census Tract 620","Census Tract 620, Pierce County, Washington","53053062000","140","00","91","53","053","20",,"062000",4317,4317,5427.333,0.79541835715069,0.805269,0.7954184,0.009850625,4317,2152,2165,4317,347,390,368,205,364,635,729,550,328,210,149,42,4317,2723,462,235,280,40,256,321,1601,982,589,393,121,272,619,316,303,4317,4317,3577,993,672,1417,124,73,18,120,160,740,497,112,131,0,0,0,3146,2112,35,2077,1878,199,1034,2077,1878,199,31542,1706,1601,878,723,4311,723,1329,2052,2259
"Census Tract 621","Census Tract 621, Pierce County, Washington","53053062100","140","00","91","53","053","20",,"062100",3267,3267,3420.851,0.95502566035055,0.9670983,0.9550257,0.01207264,3267,1667,1600,3267,285,305,353,183,316,463,541,383,189,136,96,17,3267,1505,400,634,229,48,191,260,1001,711,419,292,106,186,290,166,124,3267,3229,2857,726,408,1205,171,38,20,119,170,372,201,75,96,38,0,38,2235,1356,4,1352,1175,177,879,1352,1175,177,35851,1082,1001,632,369,3254,806,810,1616,1638
"Census Tract 622","Census Tract 622, Pierce County, Washington","53053062200","140","00","91","53","053","20",,"062200",2802,2802,3976.597,0.704622569679859,0.7046226,0.7046226,0,2802,1261,1541,2802,253,362,432,247,226,320,331,289,204,97,31,10,2802,660,303,38,1500,26,73,202,817,709,312,397,44,353,108,28,80,2802,2802,2688,730,309,1473,77,10,27,31,31,114,94,8,12,0,0,0,1697,678,2,676,558,118,1019,676,558,118,13068,845,817,11,806,2802,1608,862,2470,332
